# Copyright © 2012, Stanford University. All rights reserved.
#
# Authors:
#    Jonathan R Karr, jkarr@stanford.edu
#    Jayodita C Sanghvi, jayodita@stanford.edu
#    Derek N Macklin, macklin@stanford.edu
#    Jared M Jacobs, jmjacobs@stanford.edu
#    Markus W Covert, mcovert@stanford.edu
#
# Affiliation:
#    Covert Lab
#    Department of Bioengineering
#    Stanford University
#    http://covertlab.stanford.edu
#
# The format of this file is defined at http://bioinformatics.ai.sri.com/ptools/flatfile-format.html.
#
# Species: Mycoplasma genitalium G37
# Database: MGEN243273cyc
# Version: 16.0
# File Name: compound-links.dat
# Date and time generated: March 29, 2012, 18:01:32
#
CL181		CCCCCCC=CCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC(O)COP([O-])(=O)OCC(COC(=O)CCCCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC	cardiolipin (tetraoctadec-11-enoyl, n-C18:1)	1-({[3-({[2,3-bis(octadec-11-enoyloxy)propyl] phosphonato}oxy)-2-hydroxypropyl] phosphonato}oxy)-3-(octadec-11-enoyloxy)propan-2-yl octadec-11-enoate	1-({[3-({[2,3-bis(octadec-11-enoyloxy)propyl] phosphonato}oxy)-2-hydroxypropyl] phosphonato}oxy)-3-(octadec-11-enoyloxy)propan-2-yl octadec-11-enoate
clarithromycin		CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@](C)(OC)[C@H](O)[C@@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC	clarithromycin
clindamycin		CCC[C@@H]1C[C@H](N(C)C1)C(=O)NC(C(C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O	clindamycin
cmnm5s2U		OCC1OC(C(O)C1O)N1C=C(CNCC(O)=O)C(=O)NC1=S	5-carboxymethylaminomethyl-2-thiouridine	2-[({1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-4-oxo-2-sulfanylidene-1,2,3,4-tetrahydropyrimidin-5-yl}methyl)amino]acetic acid	[({1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-4-oxo-2-sulfanylidene-3H-pyrimidin-5-yl}methyl)amino]acetic acid
cmnm5s2UMP		OC1C(O)C(OC1COP([O-])([O-])=O)N1C=C(CNCC(O)=O)C(=O)NC1=S	5-carboxymethylaminomethyl-2-thiouridine monophosphate	[5-(5-{[(carboxymethyl)amino]methyl}-4-oxo-2-sulfanylidene-1,2,3,4-tetrahydropyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphate	[5-(5-{[(carboxymethyl)amino]methyl}-4-oxo-2-sulfanylidene-3H-pyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphate
CMP		NC1=NC(=O)N(C=C1)C1OC(COP([O-])([O-])=O)C(O)C1O	CMP	[5-(4-amino-2-oxo-1,2-dihydropyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphate	[5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphate
CO		[Co++]	cobalt ion	cobalt(2+) ion	co(2+)
CO2		C(=O)=O	carbon dioxide	methanedione	[CO2]
COA		CC(C)(COP([O-])(=O)OP([O-])(=O)OCC1OC(C(O)C1OP([O-])([O-])=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCS	coenzyme A	[3-hydroxy-2,2-dimethyl-3-({2-[(2-sulfanylethyl)carbamoyl]ethyl}carbamoyl)propyl] ({[5-(6-amino-9H-purin-9-yl)-4-hydroxy-3-(phosphonatooxy)oxolan-2-yl]methyl phosphonato}oxy)phosphonate	[3-hydroxy-2,2-dimethyl-3-({2-[(2-sulfanylethyl)carbamoyl]ethyl}carbamoyl)propyl] ({[5-(6-aminopurin-9-yl)-4-hydroxy-3-(phosphonatooxy)oxolan-2-yl]methyl phosphonato}oxy)phosphonate
CpCp		NC1=NC(=O)N(C=C1)C1OC(COP([O-])(=O)OC2C(COP(O)([O-])=O)OC(C2O)N2C=CC(N)=NC2=O)C(O)C1O	Cp-Cp	5-(4-amino-2-oxo-1,2-dihydropyrimidin-1-yl)-2-[(hydrogen phosphonatooxy)methyl]-4-hydroxyoxolan-3-yl [5-(4-amino-2-oxo-1,2-dihydropyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphate	5-(4-amino-2-oxopyrimidin-1-yl)-2-[(hydrogen phosphonatooxy)methyl]-4-hydroxyoxolan-3-yl [5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphate
crystalViolet		CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C	Crystal violet	4-{bis[4-(dimethylamino)phenyl]methylidene}-N,N-dimethylcyclohexa-2,5-dien-1-iminium	gentian violet
CSN		C1=C(NC(=O)N=C1)N	cytosine	6-amino-1,2-dihydropyrimidin-2-one	4-amino-3H-pyrimidin-2-one
CSN64CSN		N1C=CC(=NC1=O)C2NC(N=C(C2N)N)=O	cytosine-[6,4]-cytosine	4-(5,6-diamino-2-oxo-2,3,4,5-tetrahydropyrimidin-4-yl)-1,2-dihydropyrimidin-2-one	4-(5,6-diamino-2-oxo-4,5-dihydro-3H-pyrimidin-4-yl)-1H-pyrimidin-2-one
CSN64CSN_dewar		N2C1=CC(N1C2=O)C3NC(N=C(C3N)N)=O	cytosine-[6,4]-cytosine dewar product	6-(5,6-diamino-2-oxo-2,3,4,5-tetrahydropyrimidin-4-yl)-1,3-diazabicyclo[2.2.0]hex-4-en-2-one	6-(5,6-diamino-2-oxo-4,5-dihydro-3H-pyrimidin-4-yl)-1,3-diazabicyclo[2.2.0]hex-4-en-2-one
CSN64THY		CC1=CNC(=O)NC1C1=NC(=O)N=C(N)C1O	cytosine-[6,4]-thymine	4-amino-5-hydroxy-6-(5-methyl-2-oxo-1,2,3,4-tetrahydropyrimidin-4-yl)-2,5-dihydropyrimidin-2-one	4-amino-5-hydroxy-6-(5-methyl-2-oxo-3,4-dihydro-1H-pyrimidin-4-yl)-5H-pyrimidin-2-one
CSN64THY_dewar		N2C1=CC(N1C2=O)C3C(C)(C(NC(N3)=O)=O)N	cytosine-[6,4]-thymine dewar product	5-amino-5-methyl-6-{2-oxo-1,3-diazabicyclo[2.2.0]hex-4-en-6-yl}-1,3-diazinane-2,4-dione	5-amino-5-methyl-6-{2-oxo-1,3-diazabicyclo[2.2.0]hex-4-en-6-yl}-1,3-diazinane-2,4-dione
CSN_GLYC		N1C(C(C(=NC1=O)N)O)O	cytosine glycol	4-amino-5,6-dihydroxy-1,2,5,6-tetrahydropyrimidin-2-one	cytosine glycol
CTP		NC1=NC(=O)N(C=C1)C1OC(COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)C(O)C1O	CTP	({[5-(4-amino-2-oxo-1,2-dihydropyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphonato}oxy)(phosphonatooxy)phosphinate	({[5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphonato}oxy)(phosphonatooxy)phosphinate
CU		[Cu++]	cupric ion	copper(2+) ion	cu(2+)
cyclobutane_CSNCSN		N1C2C(C(=NC1=O)N)C3C2NC(N=C3N)=O	cyclobutane cytosine dimer	4,5-diamino-1,2,4a,4b,7,8,8a,8b-octahydro-1,3,6,8-tetraazabiphenylene-2,7-dione	4,5-diamino-1,4a,4b,8,8a,8b-hexahydro-1,3,6,8-tetraazabiphenylene-2,7-dione
cyclobutane_CSNTHY		N1C2C(C(=NC1=O)N)C3(C)C2NC(=O)NC3=O	cyclobutane cytosine thymine 	5-amino-4a-methyl-1,2,3,4,4a,4b,7,8,8a,8b-decahydro-1,3,6,8-tetraazabiphenylene-2,4,7-trione	5-amino-4a-methyl-1,3,4b,8,8a,8b-hexahydro-1,3,6,8-tetraazabiphenylene-2,4,7-trione
cyclobutane_dCdC		C1C(C(OC1N2C3C(C(=NC2=O)N)C5C3N(C4OC(C(C4)O)CO)C(N=C5N)=O)CO)O	cyclobutane 2'-deoxycytidine dimer	4,5-diamino-1,8-bis[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,2,4a,4b,7,8,8a,8b-octahydro-1,3,6,8-tetraazabiphenylene-2,7-dione	4,5-diamino-1,8-bis[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-4a,4b,8a,8b-tetrahydro-1,3,6,8-tetraazabiphenylene-2,7-dione
cyclobutane_dCdT		C1C(C(OC1N2C3C(C(=NC2=O)N)C4(C)C3N(C(=O)NC4=O)C5CC(C(O5)CO)O)CO)O	cyclobutane 2'-deoxycytidine 2'-deoxythymidine 	5-amino-1,8-bis[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-4a-methyl-1,2,3,4,4a,4b,7,8,8a,8b-decahydro-1,3,6,8-tetraazabiphenylene-2,4,7-trione	5-amino-1,8-bis[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-4a-methyl-3,4b,8a,8b-tetrahydro-1,3,6,8-tetraazabiphenylene-2,4,7-trione
cyclobutane_dCMPdCMP		NC1=NC(=O)N(C2C3C(C12)C(N)=NC(=O)N3C1CC(O)C(COP([O-])([O-])=O)O1)C1CC(O)C(COP([O-])([O-])=O)O1	cyclobutane 2'-deoxycytidine monophosphate dimer	[5-(4,5-diamino-8-{4-hydroxy-5-[(phosphonatooxy)methyl]oxolan-2-yl}-2,7-dioxo-1,2,4a,4b,7,8,8a,8b-octahydro-1,3,6,8-tetraazabiphenylen-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphate	[5-(4,5-diamino-8-{4-hydroxy-5-[(phosphonatooxy)methyl]oxolan-2-yl}-2,7-dioxo-4a,4b,8a,8b-tetrahydro-1,3,6,8-tetraazabiphenylen-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphate
cyclobutane_dCMPdTMP		CC12C(C3C1C(N)=NC(=O)N3C1CC(O)C(COP([O-])([O-])=O)O1)N(C1CC(O)C(COP([O-])([O-])=O)O1)C(=O)NC2=O	cyclobutane 2'-deoxycytidine monophosphate 2'-deoxythymidine  monophosphate	[5-(4-amino-8-{4-hydroxy-5-[(phosphonatooxy)methyl]oxolan-2-yl}-4b-methyl-2,5,7-trioxo-1,2,4a,4b,5,6,7,8,8a,8b-decahydro-1,3,6,8-tetraazabiphenylen-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphate	[5-(4-amino-8-{4-hydroxy-5-[(phosphonatooxy)methyl]oxolan-2-yl}-4b-methyl-2,5,7-trioxo-4a,6,8a,8b-tetrahydro-1,3,6,8-tetraazabiphenylen-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphate
cyclobutane_dTdC		CC14C(N(C(=O)NC1=O)C2CC(C(O2)CO)O)C5N(C3OC(C(C3)O)CO)C(N=C(C45)N)=O	cyclobutane 2'-deoxythymidine 2'-deoxycytidine	5-amino-1,8-bis[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-4a-methyl-1,2,3,4,4a,4b,7,8,8a,8b-decahydro-1,3,6,8-tetraazabiphenylene-2,4,7-trione	5-amino-1,8-bis[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-4a-methyl-3,4b,8a,8b-tetrahydro-1,3,6,8-tetraazabiphenylene-2,4,7-trione
cyclobutane_dTdT		CC12C(C3C1(C(=O)NC(=O)N3C4CC(C(O4)CO)O)C)N(C(=O)NC2=O)C5CC(C(O5)CO)O	cyclobutane 2'-deoxythymidine dimer	1,8-bis[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-4a,4b-dimethyl-dodecahydro-1,3,6,8-tetraazabiphenylene-2,4,5,7-tetrone	1,8-bis[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-4a,4b-dimethyl-tetrahydro-1,3,6,8-tetraazabiphenylene-2,4,5,7-tetrone
cyclobutane_dTMPdCMP		CC12C(C3C1C(N)=NC(=O)N3C1CC(O)C(COP([O-])([O-])=O)O1)N(C1CC(O)C(COP([O-])([O-])=O)O1)C(=O)NC2=O	cyclobutane 2'-deoxythymidine monophosphate 2'-deoxycytidine monophosphate	[5-(4-amino-8-{4-hydroxy-5-[(phosphonatooxy)methyl]oxolan-2-yl}-4b-methyl-2,5,7-trioxo-1,2,4a,4b,5,6,7,8,8a,8b-decahydro-1,3,6,8-tetraazabiphenylen-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphate	[5-(4-amino-8-{4-hydroxy-5-[(phosphonatooxy)methyl]oxolan-2-yl}-4b-methyl-2,5,7-trioxo-4a,6,8a,8b-tetrahydro-1,3,6,8-tetraazabiphenylen-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphate
cyclobutane_dTMPdTMP		CC12C(C3N(C4CC(O)C(COP([O-])([O-])=O)O4)C(=O)NC(=O)C13C)N(C1CC(O)C(COP([O-])([O-])=O)O1)C(=O)NC2=O	cyclobutane 2'-deoxythymidine monophosphate dimer	[3-hydroxy-5-(8-{4-hydroxy-5-[(phosphonatooxy)methyl]oxolan-2-yl}-4a,4b-dimethyl-2,4,5,7-tetraoxo-dodecahydro-1,3,6,8-tetraazabiphenylen-1-yl)oxolan-2-yl]methyl phosphate	[3-hydroxy-5-(8-{4-hydroxy-5-[(phosphonatooxy)methyl]oxolan-2-yl}-4a,4b-dimethyl-2,4,5,7-tetraoxo-tetrahydro-1,3,6,8-tetraazabiphenylen-1-yl)oxolan-2-yl]methyl phosphate
cyclobutane_THYCSN		CC12C(NC(=O)NC1=O)C3NC(N=C(C23)N)=O	cyclobutane thymine cytosine	5-amino-4a-methyl-1,2,3,4,4a,4b,7,8,8a,8b-decahydro-1,3,6,8-tetraazabiphenylene-2,4,7-trione	5-amino-4a-methyl-1,3,4b,8,8a,8b-hexahydro-1,3,6,8-tetraazabiphenylene-2,4,7-trione
cyclobutane_THYTHY		CC13C(C2C1(C(=O)NC(=O)N2)C)NC(=O)NC3=O	cyclobutane thymine dimer	4a,4b-dimethyl-dodecahydro-1,3,6,8-tetraazabiphenylene-2,4,5,7-tetrone	4a,4b-dimethyl-hexahydro-1,3,6,8-tetraazabiphenylene-2,4,5,7-tetrone
cyclodA		C1C(C2C(C3=NC4=C(N3C1O2)N=CN=C4N)O)O	8,5'-cyclo-2'-deoxyadenosine	7-amino-15-oxa-2,4,6,9-tetraazatetracyclo[10.2.1.0^{2,10}.0^{3,8}]pentadeca-3(8),4,6,9-tetraene-11,13-diol	7-amino-15-oxa-2,4,6,9-tetraazatetracyclo[10.2.1.0^{2,10}.0^{3,8}]pentadeca-3(8),4,6,9-tetraene-11,13-diol
cyclodAMP		NC1=NC=NC2=C1N=C1C(OP([O-])([O-])=O)C3OC(CC3O)N21	8,5'-cyclo-2'-deoxyadenosine monophosphate	{7-amino-13-hydroxy-15-oxa-2,4,6,9-tetraazatetracyclo[10.2.1.0^{2,10}.0^{3,8}]pentadeca-3(8),4,6,9-tetraen-11-yl} phosphate	{7-amino-13-hydroxy-15-oxa-2,4,6,9-tetraazatetracyclo[10.2.1.0^{2,10}.0^{3,8}]pentadeca-3(8),4,6,9-tetraen-11-yl} phosphate
cyclodG		C1C(C2C(C3=NC4=C(N3C1O2)NC(=NC4=O)N)O)O	8,5'-cyclo-2'-deoxyguanosine	5-amino-11,13-dihydroxy-15-oxa-2,4,6,9-tetraazatetracyclo[10.2.1.0^{2,10}.0^{3,8}]pentadeca-3(8),5,9-trien-7-one	5-amino-11,13-dihydroxy-15-oxa-2,4,6,9-tetraazatetracyclo[10.2.1.0^{2,10}.0^{3,8}]pentadeca-3(8),5,9-trien-7-one
cyclodGMP		NC1=NC(=O)C2=C(N1)N1C3CC(O)C(O3)C(OP([O-])([O-])=O)C1=N2	8,5'-cyclo-2'-deoxyguanosine monophosphate	{5-amino-13-hydroxy-7-oxo-15-oxa-2,4,6,9-tetraazatetracyclo[10.2.1.0^{2,10}.0^{3,8}]pentadeca-3(8),5,9-trien-11-yl} phosphate	{5-amino-13-hydroxy-7-oxo-15-oxa-2,4,6,9-tetraazatetracyclo[10.2.1.0^{2,10}.0^{3,8}]pentadeca-3(8),5,9-trien-11-yl} phosphate
CYS		C(S)C(N)C(=O)O	L-Cysteine	2-amino-3-sulfanylpropanoic acid	cysteine
CysCys		C(C(C(=O)NC(CS)C(=O)O)N)S	L-cysteinyl-L-cysteine	2-(2-amino-3-sulfanylpropanamido)-3-sulfanylpropanoic acid	2-(2-amino-3-sulfanylpropanamido)-3-sulfanylpropanoic acid
CYTD		C1(OC(C(C(O)1)O)CO)(N2(C=CC(N)=NC2=O))	cytidine	4-amino-1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,2-dihydropyrimidin-2-one	cytidine
c_di_AMP		NC1=NC=NC2=C1N=CN2C1OC2COP([O-])(=O)[O-]C3C(COP([O-])(=O)[O-]C2C1O)OC(C3O)N1C=NC2=C1N=CN=C2N	Cyclic-di-adenylate	 8,17-bis(6-amino-9H-purin-9-yl)-9,18-dihydroxy- 3,12-dioxo-2,4,7,11,13,16-hexaoxa-3$l^{5},12$l^{5}- diphosphatricyclo[13.3.0.0^{6,10}]octadecane-3,12- bis(olate)	 8,17-bis(6-aminopurin-9-yl)-9,18-dihydroxy-3,12- dioxo-2,4,7,11,13,16-hexaoxa-3$l^{5},12$l^{5}- diphosphatricyclo[13.3.0.0^{6,10}]octadecane-3,12- bis(olate)
DA		C1C(C(OC1N2C=NC3=C2N=CN=C3N)CO)O	deoxyadenosine	5-(6-amino-9H-purin-9-yl)-2-(hydroxymethyl)oxolan-3-ol	adenosine, 2'-deoxy-
DADP		C(C3(C(CC(N2(C1(=C(C(=NC=N1)N)N=C2)))O3)O))OP(OP([O-])([O-])=O)([O-])=O	dADP	({[5-(6-amino-9H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl phosphonato}oxy)phosphonate	({[5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methyl phosphonato}oxy)phosphonate
DAG160		CCCCCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCCCCCCCC	Diacylglycerol (n-16:0)	diradylglycerol	1-hydroxy-3-(tetradecanoyloxy)propan-2-yl octadec-9-enoate
DAG161		CCCCCCC=CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCCCCCC	Diacylglycerol (n-16:1)	diradylglycerol	1-(hexadec-9-enoyloxy)-3-hydroxypropan-2-yl hexadec-9-enoate
DAG181		CCCCCCC=CCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCCCC=CCCCCCC	Diacylglycerol (n-18:1)	diradylglycerol	1-hydroxy-3-(octadec-11-enoyloxy)propan-2-yl octadec-11-enoate
DALA		CC(C(=O)O)N	D-alanine	2-aminopropanoic acid	alanine
DAMP		NC1=NC=NC2=C1N=CN2C1CC(O)C(COP([O-])([O-])=O)O1	dAMP	[5-(6-amino-9H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl phosphate	[5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methyl phosphate
dApdAp		NC1=NC=NC2=C1N=CN2C1CC(O)C(COP([O-])(=O)OC2CC(OC2COP([O-])([O-])=O)N2C=NC3=C2N=CN=C3N)O1	dAp-dAp	[5-(6-amino-9H-purin-9-yl)-2-[(phosphonatooxy)methyl]oxolan-3-yl] [5-(6-amino-9H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl phosphate	[5-(6-aminopurin-9-yl)-2-[(phosphonatooxy)methyl]oxolan-3-yl] [5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methyl phosphate
DATP		NC1=NC=NC2=C1N=CN2C1CC(O)C(COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)O1	dATP	({[5-(6-amino-9H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl phosphonato}oxy)(phosphonatooxy)phosphinate	({[5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methyl phosphonato}oxy)(phosphonatooxy)phosphinate
DC		C1C(C(OC1N2C=CC(=NC2=O)N)CO)O	deoxycytidine	4-amino-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,2-dihydropyrimidin-2-one	4-amino-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one
dC64dC		C1C(C(OC1N2C=CC(=NC2=O)C4N(C3OC(C(C3)O)CO)C(N=C(C4N)N)=O)CO)O	2'-deoxycytidine-[6,4]-2'-deoxycytidine	4-{5,6-diamino-3-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-2-oxo-2,3,4,5-tetrahydropyrimidin-4-yl}-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,2-dihydropyrimidin-2-one	4-{5,6-diamino-3-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-2-oxo-4,5-dihydropyrimidin-4-yl}-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one
dC64dC_dewar		C1C(C(OC1N3C2=CC(N2C3=O)C5N(C4OC(C(C4)O)CO)C(N=C(C5N)N)=O)CO)O	2'-deoxycytidine-[6,4]-2'-deoxycytidine dewar product	6-{5,6-diamino-3-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-2-oxo-2,3,4,5-tetrahydropyrimidin-4-yl}-3-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,3-diazabicyclo[2.2.0]hex-4-en-2-one	6-{5,6-diamino-3-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-2-oxo-4,5-dihydropyrimidin-4-yl}-3-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,3-diazabicyclo[2.2.0]hex-4-en-2-one
dC64dT		CC1=CN(C2CC(O)C(CO)O2)C(=O)NC1C1=[N+](C2CC(O)C(CO)O2)C(=O)N=C(N)C1O	2'-deoxycytidine-[6,4]-2'-deoxythymidine	4-amino-5-hydroxy-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-{1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-methyl-2-oxo-1,2,3,4-tetrahydropyrimidin-4-yl}-2-oxo-2,5-dihydro-1$l^{5},3-pyrimidin-1-ylium	4-amino-5-hydroxy-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-{1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-methyl-2-oxo-3,4-dihydropyrimidin-4-yl}-2-oxo-5H-1$l^{5},3-pyrimidin-1-ylium
dC64dT_dewar		C1C(C(OC1N3C2=CC(N2C3=O)C4C(C)(C(NC(N4C5CC(C(O5)CO)O)=O)=O)N)CO)O	2'-deoxycytidine-[6,4]-2'-deoxythymidine dewar product	5-amino-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-{3-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-2-oxo-1,3-diazabicyclo[2.2.0]hex-4-en-6-yl}-5-methyl-1,3-diazinane-2,4-dione	5-amino-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-{3-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-2-oxo-1,3-diazabicyclo[2.2.0]hex-4-en-6-yl}-5-methyl-1,3-diazinane-2,4-dione
DCDP		C2(N(C1(CC(C(O1)COP(OP(=O)([O-])[O-])([O-])=O)O))C(N=C(C=2)N)=O)	dCDP	({[5-(4-amino-2-oxo-1,2-dihydropyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphonato}oxy)phosphonate	({[5-(4-amino-2-oxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphonato}oxy)phosphonate
DCMP		C2(N(C1(OC(C(C1)O)COP([O-])([O-])=O))C(N=C(C=2)N)=O)	dCMP	[5-(4-amino-2-oxo-1,2-dihydropyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphate	[5-(4-amino-2-oxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphate
dCMP64dCMP		NC1C(N(C2CC(O)C(COP([O-])([O-])=O)O2)C(=O)N=C1N)C1=NC(=O)N(C=C1)C1CC(O)C(COP([O-])([O-])=O)O1	2'-deoxycytidine monophosphate-[6,4]-2'-deoxycytidine monophosphate	{5-[4,5-diamino-6-(1-{4-hydroxy-5-[(phosphonatooxy)methyl]oxolan-2-yl}-2-oxo-1,2-dihydropyrimidin-4-yl)-2-oxo-1,2,5,6-tetrahydropyrimidin-1-yl]-3-hydroxyoxolan-2-yl}methyl phosphate	{5-[4,5-diamino-6-(1-{4-hydroxy-5-[(phosphonatooxy)methyl]oxolan-2-yl}-2-oxopyrimidin-4-yl)-2-oxo-5,6-dihydropyrimidin-1-yl]-3-hydroxyoxolan-2-yl}methyl phosphate
dCMP64dCMP_dewar		NC1C(C2C=C3N2C(=O)N3C2CC(O)C(COP([O-])([O-])=O)O2)N(C2CC(O)C(COP([O-])([O-])=O)O2)C(=O)N=C1N	2'-deoxycytidine monophosphate-[6,4]-2'-deoxycytidine monophosphate dewar product	{5-[6-(5,6-diamino-3-{4-hydroxy-5-[(phosphonatooxy)methyl]oxolan-2-yl}-2-oxo-2,3,4,5-tetrahydropyrimidin-4-yl)-2-oxo-1,3-diazabicyclo[2.2.0]hex-4-en-3-yl]-3-hydroxyoxolan-2-yl}methyl phosphate	{5-[6-(5,6-diamino-3-{4-hydroxy-5-[(phosphonatooxy)methyl]oxolan-2-yl}-2-oxo-4,5-dihydropyrimidin-4-yl)-2-oxo-1,3-diazabicyclo[2.2.0]hex-4-en-3-yl]-3-hydroxyoxolan-2-yl}methyl phosphate
dCMP64dTMP		CC1=CN(C2CC(O)C(COP([O-])([O-])=O)O2)C(=O)NC1C1=[N+](C2CC(O)C(COP([O-])([O-])=O)O2)C(=O)N=C(N)C1O	2'-deoxycytidine monophosphate-[6,4]-2'-deoxythymidine monophosphate	4-amino-5-hydroxy-1-{4-hydroxy-5-[(phosphonatooxy)methyl]oxolan-2-yl}-6-(1-{4-hydroxy-5-[(phosphonatooxy)methyl]oxolan-2-yl}-5-methyl-2-oxo-1,2,3,4-tetrahydropyrimidin-4-yl)-2-oxo-2,5-dihydro-1$l^{5},3-pyrimidin-1-ylium	4-amino-5-hydroxy-1-{4-hydroxy-5-[(phosphonatooxy)methyl]oxolan-2-yl}-6-(1-{4-hydroxy-5-[(phosphonatooxy)methyl]oxolan-2-yl}-5-methyl-2-oxo-3,4-dihydropyrimidin-4-yl)-2-oxo-5H-1$l^{5},3-pyrimidin-1-ylium
dCMP64dTMP_dewar		CC1(N)C(C2C=C3N2C(=O)N3C2CC(O)C(COP([O-])([O-])=O)O2)N(C2CC(O)C(COP([O-])([O-])=O)O2)C(=O)NC1=O	2'-deoxycytidine monophosphate-[6,4]-2'-deoxythymidine monophosphate dewar product	{5-[6-(5-amino-3-{4-hydroxy-5-[(phosphonatooxy)methyl]oxolan-2-yl}-5-methyl-2,6-dioxo-1,3-diazinan-4-yl)-2-oxo-1,3-diazabicyclo[2.2.0]hex-4-en-3-yl]-3-hydroxyoxolan-2-yl}methyl phosphate	{5-[6-(5-amino-3-{4-hydroxy-5-[(phosphonatooxy)methyl]oxolan-2-yl}-5-methyl-2,6-dioxo-1,3-diazinan-4-yl)-2-oxo-1,3-diazabicyclo[2.2.0]hex-4-en-3-yl]-3-hydroxyoxolan-2-yl}methyl phosphate
